,country,region_id,region,Year,happiness_rank,happiness_score,economy_GDP_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,dystopia_residual,happiness_category,Component 1,Component 2,Component 3,Segment K-means PCA,Segment
1059,Palestinian Territories,MENA,Middle East and North Africa,2021,125,4.517,0.646,0.819,0.434,0.33,0.075,0.082,2.131,middle-low,1.767050385,-0.729778086,0.545708124,1,low
1060,Myanmar,SEA,Southeast Asia,2021,126,4.426,0.666,0.713,0.341,0.601,0.178,0.52,1.407,middle-low,1.016097137,3.127779979,-0.754750953,1,low
1061,Jordan,MENA,Middle East and North Africa,2021,127,4.395,0.89,0.685,0.583,0.455,0.15,0.079,1.553,middle-low,0.978352607,-0.289642546,1.29790021,1,low
1062,Chad,SSA,Sub-Saharan Africa,2021,128,4.355,0.255,0.353,0,0.24,0.084,0.215,3.209,middle-low,3.723208468,0.837348505,0.51994949,1,low
1063,Sri Lanka,SA,South Asia,2021,129,4.325,0.99,0.82,0.593,0.559,0.049,0.239,1.075,middle-low,0.675642078,0.29627511,-0.048658375,1,low
1064,Swaziland,SSA,Sub-Saharan Africa,2021,130,4.308,0.849,0.693,0.074,0.323,0.147,0.067,2.155,middle-low,2.312070074,-0.185845205,1.46857495,1,low
1065,Comoros,SSA,Sub-Saharan Africa,2021,131,4.289,0.488,0.367,0.279,0.202,0.101,0.241,2.61,middle-low,3.009566482,0.609645677,0.307098751,1,low
1066,Egypt,MENA,Middle East and North Africa,2021,132,4.283,0.954,0.647,0.426,0.446,0.092,0.069,1.648,middle-low,1.470460563,-0.489546518,1.261733839,1,low
1067,Ethiopia,SSA,Sub-Saharan Africa,2021,133,4.275,0.37,0.679,0.331,0.451,0.114,0.241,2.089,middle-low,2.07068059,1.004965641,0.185394218,1,low
1068,Mauritania,SSA,Sub-Saharan Africa,2021,134,4.227,0.666,0.749,0.273,0.218,0.133,0.119,2.069,middle-low,2.351065408,-0.29974056,0.679664091,1,low
1069,Madagascar,SSA,Sub-Saharan Africa,2021,135,4.208,0.266,0.503,0.341,0.207,0.087,0.185,2.62,middle-low,3.045493208,0.174707008,0.221170847,1,low
1070,Togo,SSA,Sub-Saharan Africa,2021,136,4.107,0.254,0.239,0.203,0.289,0.107,0.209,2.806,middle-low,3.423110019,0.914048303,0.769349171,1,low
1071,Zambia,SSA,Sub-Saharan Africa,2021,137,4.073,0.528,0.552,0.231,0.487,0.074,0.227,1.975,middle-low,2.358675293,0.92928443,0.455347456,1,low
1072,Sierra Leone,SSA,Sub-Saharan Africa,2021,138,3.849,0.279,0.377,0.1,0.408,0.047,0.243,2.396,low,3.405182929,1.099298409,0.364923104,1,low
1073,India,SA,South Asia,2021,139,3.819,0.741,0.316,0.383,0.622,0.106,0.246,1.405,low,1.850706956,1.417958777,1.038617853,1,low
1074,Burundi,SSA,Sub-Saharan Africa,2021,140,3.775,0,0.062,0.155,0.298,0.212,0.172,2.876,low,3.860369379,1.484234171,1.655595318,1,low
1075,Yemen,MENA,Middle East and North Africa,2021,141,3.658,0.329,0.831,0.272,0.268,0.089,0.092,1.776,low,2.862144977,-0.434918709,0.446507987,1,low
1076,Tanzania,SSA,Sub-Saharan Africa,2021,142,3.623,0.433,0.54,0.3,0.549,0.231,0.307,1.263,low,1.969411469,2.256285898,0.781123913,1,low
1077,Haiti,LAC,Latin America and Caribbean,2021,143,3.615,0.294,0.173,0.227,0.257,0.139,0.463,2.06,low,3.514601471,2.533748663,-0.397805627,1,low
1078,Malawi,SSA,Sub-Saharan Africa,2021,144,3.6,0.113,0.168,0.298,0.484,0.134,0.213,2.19,low,3.184053047,1.532311036,1.14629781,1,low
1079,Lesotho,SSA,Sub-Saharan Africa,2021,145,3.512,0.451,0.731,0.007,0.405,0.015,0.103,1.8,low,3.281941467,-0.141818906,0.617256616,1,low
1080,Botswana,SSA,Sub-Saharan Africa,2021,146,3.467,1.099,0.724,0.34,0.539,0.088,0.027,0.648,low,1.568267899,-0.587544537,1.646742388,1,low
1081,Rwanda,SSA,Sub-Saharan Africa,2021,147,3.415,0.364,0.202,0.407,0.627,0.493,0.227,1.095,low,1.529324209,3.309585324,2.937126927,1,low
1082,Zimbabwe,SSA,Sub-Saharan Africa,2021,148,3.145,0.457,0.649,0.243,0.359,0.075,0.157,1.205,low,3.025678856,0.199070254,0.515283196,1,low
1083,Afghanistan,SA,South Asia,2021,149,2.523,0.37,0,0.126,0,0.01,0.122,1.895,low,5.372334902,-0.473337204,0.890718727,1,low
1084,Finland,WE,Western Europe,2022,1,7.821,1.892,1.258,0.775,0.736,0.534,0.109,2.518,high,-4.220550931,1.111758355,2.682999488,0,high
1085,Denmark,WE,Western Europe,2022,2,7.636,1.953,1.243,0.777,0.719,0.532,0.188,2.226,high,-4.177950069,1.52410199,2.273274653,0,high
1086,Iceland,WE,Western Europe,2022,3,7.557,1.936,1.32,0.803,0.718,0.191,0.27,2.32,high,-3.440400573,0.408906054,0.111227155,0,high
1087,Switzerland,WE,Western Europe,2022,4,7.512,2.026,1.226,0.822,0.677,0.461,0.147,2.153,high,-3.969357349,0.801625734,2.140765996,0,high
1088,Netherlands,WE,Western Europe,2022,5,7.415,1.945,1.206,0.787,0.651,0.419,0.271,2.137,high,-3.643603469,1.389687898,1.251371819,0,high
1089,Luxembourg,WE,Western Europe,2022,6,7.404,2.209,1.155,0.79,0.7,0.388,0.12,2.042,high,-3.823009919,0.353825456,2.19253325,0,high
1090,Sweden,WE,Western Europe,2022,7,7.384,1.92,1.204,0.803,0.724,0.512,0.218,2.003,high,-4.009192566,1.650441982,2.05791381,0,high
1091,Norway,WE,Western Europe,2022,8,7.365,1.997,1.239,0.786,0.728,0.474,0.217,1.925,high,-4.002502077,1.435348417,1.889069993,0,high
1092,Israel,MENA,Middle East and North Africa,2022,9,7.364,1.826,1.221,0.818,0.568,0.143,0.155,2.634,high,-2.639841418,-0.718620414,0.393343891,0,high
1093,New Zealand,NAANZ,North America and ANZ,2022,10,7.2,1.852,1.235,0.752,0.68,0.483,0.245,1.954,high,-3.637901487,1.645822159,1.678598364,0,high
1094,Austria,WE,Western Europe,2022,11,7.163,1.931,1.165,0.774,0.623,0.329,0.193,2.148,high,-3.120706815,0.504095263,1.290974197,0,high
1095,Australia,NAANZ,North America and ANZ,2022,12,7.162,1.9,1.203,0.772,0.676,0.341,0.258,2.011,high,-3.309126574,1.05693164,0.999957758,0,high
1096,Ireland,WE,Western Europe,2022,13,7.041,2.129,1.166,0.779,0.627,0.408,0.19,1.743,high,-3.486975375,0.752073156,1.768369222,0,high
1097,Germany,WE,Western Europe,2022,14,7.034,1.924,1.088,0.776,0.585,0.358,0.163,2.142,high,-2.94243017,0.429046056,1.646445847,0,high
1098,Canada,NAANZ,North America and ANZ,2022,15,7.025,1.886,1.188,0.783,0.659,0.368,0.217,1.924,high,-3.248153303,0.90381953,1.337946734,0,high
1099,United States,NAANZ,North America and ANZ,2022,16,6.977,1.982,1.182,0.628,0.574,0.177,0.22,2.214,middle-high,-2.356226804,-0.027013855,0.470695922,0,high
1100,United Kingdom,WE,Western Europe,2022,17,6.943,1.867,1.143,0.75,0.597,0.329,0.289,1.967,middle-high,-2.869549338,1.098074993,0.757057994,0,high
1101,Czech Republic,CEE,Central and Eastern Europe,2022,18,6.92,1.815,1.26,0.715,0.66,0.048,0.158,2.263,middle-high,-2.258479644,-0.846129367,0.091038696,2,medium
1102,Belgium,WE,Western Europe,2022,19,6.805,1.907,1.106,0.764,0.492,0.204,0.049,2.283,middle-high,-2.172971343,-1.148130054,1.405328501,2,medium
1103,France,WE,Western Europe,2022,20,6.687,1.863,1.219,0.808,0.567,0.266,0.07,1.895,middle-high,-2.627289015,-0.673919249,1.477778507,0,high
1104,Bahrain,MENA,Middle East and North Africa,2022,21,6.647,1.854,1.029,0.625,0.693,0.155,0.199,2.092,middle-high,-2.09989774,0.190523644,0.830337544,0,high
1105,Slovenia,CEE,Central and Eastern Europe,2022,22,6.63,1.81,1.249,0.769,0.685,0.115,0.118,1.885,middle-high,-2.420837139,-0.763819256,0.644710032,0,high
1106,Costa Rica,LAC,Latin America and Caribbean,2022,23,6.582,1.584,1.054,0.744,0.661,0.102,0.089,2.346,middle-high,-1.790880257,-0.777319671,0.906064659,2,medium
1107,United Arab Emirates,MENA,Middle East and North Africa,2022,24,6.576,1.998,0.98,0.633,0.702,0.25,0.204,1.809,middle-high,-2.435087066,0.628321604,1.389196233,0,high
1108,Saudi Arabia,MENA,Middle East and North Africa,2022,25,6.523,1.87,1.092,0.577,0.651,0.18,0.078,2.075,middle-high,-1.960518051,-0.525912634,1.499260269,0,high
1109,Taiwan Province of China,SA,South Asia,2022,26,6.512,1.897,1.095,0.733,0.542,0.168,0.075,2.002,middle-high,-1.99722808,-0.996914328,1.210688511,2,medium
1110,Singapore,SEA,Southeast Asia,2022,27,6.48,2.149,1.127,0.851,0.672,0.587,0.163,0.932,middle-high,-3.888688125,1.458417752,2.848843931,0,high
1111,Romania,CEE,Central and Eastern Europe,2022,28,6.477,1.719,1.006,0.655,0.605,0.006,0.039,2.446,middle-high,-1.269265047,-1.583297828,0.846674126,2,medium
1112,Spain,WE,Western Europe,2022,29,6.476,1.808,1.211,0.808,0.505,0.149,0.101,1.893,middle-high,-2.045652825,-1.115669644,0.67282606,2,medium
1113,Uruguay,LAC,Latin America and Caribbean,2022,30,6.474,1.615,1.18,0.672,0.665,0.265,0.103,1.974,middle-high,-2.214740064,0.013582748,1.474429033,0,high
1114,Italy,WE,Western Europe,2022,31,6.467,1.834,1.052,0.801,0.412,0.059,0.085,2.222,middle-high,-1.421975214,-1.715735663,0.456474499,2,medium
1115,Kosovo,CEE,Central and Eastern Europe,2022,32,6.455,1.362,0.949,0.569,0.599,0.035,0.309,2.631,middle-high,-0.842834239,0.455135006,-0.522389148,2,medium
1116,Malta,WE,Western Europe,2022,33,6.447,1.838,1.169,0.789,0.679,0.166,0.174,1.631,middle-high,-2.450530627,-0.180702591,0.688775556,0,high
1117,Lithuania,CEE,Central and Eastern Europe,2022,34,6.446,1.804,1.204,0.659,0.496,0.077,0.053,2.153,middle-high,-1.519723047,-1.605870844,0.695413976,2,medium
1118,Slovakia,CEE,Central and Eastern Europe,2022,35,6.391,1.736,1.232,0.707,0.479,0.025,0.118,2.094,middle-high,-1.406813958,-1.516158131,-0.024930273,2,medium
1119,Estonia,CEE,Central and Eastern Europe,2022,36,6.341,1.793,1.232,0.728,0.689,0.333,0.123,1.442,middle-high,-2.738842982,0.321491713,1.68823303,0,high
1120,Panama,LAC,Latin America and Caribbean,2022,37,6.309,1.715,1.107,0.709,0.592,0.051,0.049,2.086,middle-high,-1.498499402,-1.46568856,0.805686923,2,medium
1121,Brazil,LAC,Latin America and Caribbean,2022,38,6.293,1.462,1.044,0.615,0.546,0.134,0.131,2.361,middle-high,-1.121927993,-0.444530295,0.716401378,2,medium
1122,Guatemala,LAC,Latin America and Caribbean,2022,39,6.262,1.274,0.831,0.522,0.662,0.115,0.112,2.746,middle-high,-0.699434017,-0.05886826,1.181853566,2,medium
1123,Kazakhstan,CIS,Commonwealth of Independent States,2022,40,6.234,1.668,1.22,0.611,0.584,0.157,0.134,1.86,middle-high,-1.653327862,-0.459991085,0.704705677,2,medium
1124,Cyprus,WE,Western Europe,2022,41,6.221,1.815,0.909,0.819,0.448,0.062,0.123,2.044,middle-high,-1.264765817,-1.293906295,0.509512284,2,medium
1125,Latvia,CEE,Central and Eastern Europe,2022,42,6.18,1.732,1.221,0.637,0.502,0.09,0.075,1.923,middle-high,-1.363196835,-1.35377702,0.611758816,2,medium
1126,Serbia,CEE,Central and Eastern Europe,2022,43,6.178,1.55,1.086,0.658,0.546,0.088,0.219,2.031,middle-high,-1.213693706,-0.23150171,-0.021726219,2,medium
1127,Chile,LAC,Latin America and Caribbean,2022,44,6.172,1.651,1.08,0.748,0.46,0.069,0.124,2.04,middle-high,-1.189686544,-1.207024851,0.28151339,2,medium
1128,Nicaragua,LAC,Latin America and Caribbean,2022,45,6.165,1.105,1.029,0.617,0.617,0.212,0.168,2.418,middle-high,-1.059469247,0.471539854,0.841396823,2,medium
1129,Mexico,LAC,Latin America and Caribbean,2022,46,6.128,1.552,0.886,0.623,0.621,0.115,0.092,2.239,middle-high,-1.076154772,-0.53432208,1.217470145,2,medium
1130,Croatia,CEE,Central and Eastern Europe,2022,47,6.125,1.705,1.183,0.709,0.535,0,0.109,1.884,middle-high,-1.264222218,-1.506351449,0.053612811,2,medium
1131,Poland,CEE,Central and Eastern Europe,2022,48,6.123,1.758,1.174,0.712,0.523,0.14,0.124,1.693,middle-high,-1.644084897,-0.832935011,0.638485973,2,medium
1132,El Salvador,LAC,Latin America and Caribbean,2022,49,6.12,1.265,0.768,0.607,0.666,0.212,0.089,2.514,middle-high,-0.954555219,0.223049626,1.799079986,2,medium
1133,Kuwait,MENA,Middle East and North Africa,2022,50,6.106,1.904,0.983,0.747,0.617,0.147,0.087,1.621,middle-high,-1.842314873,-0.782206681,1.325684246,2,medium
1134,Hungary,CEE,Central and Eastern Europe,2022,51,6.086,1.748,1.233,0.668,0.485,0.064,0.078,1.812,middle-high,-1.307020337,-1.533606846,0.423832548,2,medium
1135,Mauritius,SSA,Sub-Saharan Africa,2022,52,6.071,1.591,1.116,0.568,0.589,0.107,0.131,1.969,middle-high,-1.183662646,-0.538437177,0.646146342,2,medium
1136,Uzbekistan,CIS,Commonwealth of Independent States,2022,53,6.063,1.219,1.092,0.6,0.716,0.24,0.283,1.913,middle-high,-1.52063019,1.427024382,0.46021519,0,high
1137,Japan,EA,East Asia,2022,54,6.039,1.835,1.089,0.866,0.537,0.218,0.007,1.487,middle-high,-2.049727034,-1.271447401,1.717895244,2,medium
1138,Honduras,LAC,Latin America and Caribbean,2022,55,6.022,1.111,0.885,0.555,0.582,0.076,0.202,2.611,middle-high,-0.309687719,0.145336853,0.232160312,2,medium
1139,Portugal,WE,Western Europe,2022,56,6.016,1.76,1.078,0.777,0.655,0.039,0.016,1.691,middle-high,-1.606734142,-1.637570891,1.048586237,2,medium
1140,Argentina,LAC,Latin America and Caribbean,2022,57,5.967,1.592,1.102,0.662,0.555,0.085,0.081,1.891,middle-high,-1.142499346,-1.088936291,0.731560068,2,medium
1141,Greece,WE,Western Europe,2022,58,5.948,1.703,0.98,0.774,0.249,0.108,0.015,2.119,middle-high,-0.643208499,-2.128148666,0.915639816,2,medium
1142,South Korea,EA,East Asia,2022,59,5.935,1.851,0.886,0.841,0.414,0.176,0.111,1.656,middle-high,-1.392958973,-0.943278763,1.100783698,2,medium
1143,Philippines,SEA,Southeast Asia,2022,60,5.904,1.268,0.912,0.514,0.678,0.142,0.107,2.283,middle-high,-0.717780431,0.026636859,1.25646256,2,medium
1144,Thailand,SEA,Southeast Asia,2022,61,5.891,1.535,1.096,0.697,0.617,0.026,0.321,1.6,middle-high,-1.206390448,0.230300852,-0.800366759,2,medium
1145,Moldova,CEE,Central and Eastern Europe,2022,62,5.857,1.417,1.008,0.597,0.561,0.028,0.102,2.142,middle-high,-0.561679489,-0.992515685,0.464820941,2,medium
1146,Jamaica,LAC,Latin America and Caribbean,2022,63,5.85,1.296,1.045,0.646,0.567,0.053,0.08,2.164,middle-high,-0.636367397,-1.011736966,0.569518503,2,medium
1147,Kyrgyzstan,CIS,Commonwealth of Independent States,2022,64,5.828,1.069,1.109,0.638,0.693,0.025,0.208,2.087,middle-high,-0.727386226,-0.015861009,-0.267800346,2,medium
1148,Belarus,CIS,Commonwealth of Independent States,2022,65,5.821,1.562,1.157,0.629,0.342,0.282,0.04,1.811,middle-high,-1.041973501,-0.910600514,1.499265929,2,medium
1149,Colombia,LAC,Latin America and Caribbean,2022,66,5.781,1.452,0.929,0.72,0.545,0.077,0.087,1.971,middle-high,-0.780154455,-0.968877264,0.802904579,2,medium
1150,Bosnia and Herzegovina,CEE,Central and Eastern Europe,2022,67,5.768,1.468,1.068,0.665,0.448,0.006,0.244,1.869,middle-high,-0.520782648,-0.613786081,-0.677760602,2,medium
1151,Mongolia,EA,East Asia,2022,68,5.761,1.393,1.197,0.467,0.398,0.059,0.247,1.999,middle-high,-0.244483972,-0.341980209,-0.609426223,2,medium
1152,Dominican Republic,LAC,Latin America and Caribbean,2022,69,5.737,1.538,1.003,0.577,0.606,0.179,0.084,1.751,middle-high,-1.064362811,-0.355124218,1.406432623,2,medium
1153,Malaysia,SEA,Southeast Asia,2022,70,5.711,1.689,0.938,0.62,0.654,0.126,0.213,1.471,middle-high,-1.243794282,0.224246874,0.659800363,2,medium
1154,Bolivia,LAC,Latin America and Caribbean,2022,71,5.6,1.256,0.88,0.555,0.627,0.064,0.112,2.107,middle-high,-0.299079498,-0.4111666,0.820464854,2,medium
1155,China,EA,East Asia,2022,72,5.585,1.508,0.958,0.705,0.656,0.142,0.099,1.516,middle-high,-1.179334876,-0.388685517,1.197537093,2,medium
1156,Paraguay,LAC,Latin America and Caribbean,2022,73,5.578,1.409,1.13,0.624,0.629,0.059,0.171,1.555,middle-high,-0.887608643,-0.389686778,0.142226471,2,medium
1157,Peru,LAC,Latin America and Caribbean,2022,74,5.559,1.397,0.865,0.735,0.545,0.037,0.09,1.89,middle-high,-0.47858444,-1.068470902,0.667273527,2,medium
1158,Montenegro,CEE,Central and Eastern Europe,2022,75,5.547,1.573,1.023,0.659,0.46,0.077,0.135,1.619,middle-high,-0.624900762,-0.933447845,0.387807198,2,medium
1159,Ecuador,LAC,Latin America and Caribbean,2022,76,5.533,1.352,0.879,0.708,0.565,0.083,0.08,1.866,middle-high,-0.544138342,-0.840127222,0.941754161,2,medium
1160,Vietnam,SEA,Southeast Asia,2022,77,5.485,1.252,0.932,0.611,0.707,0.105,0.143,1.735,middle-low,-0.709107711,0.052979267,0.846149316,2,medium
1161,Turkmenistan,CIS,Commonwealth of Independent States,2022,78,5.474,1.484,1.319,0.516,0.649,0.032,0.314,1.16,middle-low,-0.980443644,0.323792804,-0.898712694,2,medium
1162,North Cyprus,WE,Western Europe,2022,79,5.467,1.815,0.888,0.819,0.523,0.213,0.13,1.078,middle-low,-1.460505974,-0.376432496,1.33702536,2,medium
1163,Russia,CIS,Commonwealth of Independent States,2022,80,5.459,1.685,1.095,0.586,0.401,0.08,0.117,1.494,middle-low,-0.514800529,-1.196410441,0.413790121,2,medium
1164,Hong Kong,EA,East Asia,2022,81,5.425,1.957,0.954,0.942,0.4,0.383,0.147,0.642,middle-low,-2.049019861,-0.007058298,1.746688363,0,high
1165,Armenia,CIS,Commonwealth of Independent States,2022,82,5.399,1.434,0.82,0.668,0.558,0.21,0.054,1.654,middle-low,-0.717038017,-0.398018989,1.815653114,2,medium
1166,Tajikistan,CIS,Commonwealth of Independent States,2022,83,5.377,0.966,1.005,0.518,0.572,0.304,0.118,1.895,middle-low,-0.46223144,0.674656134,1.543467895,2,medium
1167,Nepal,SA,South Asia,2022,84,5.377,0.984,0.784,0.499,0.519,0.13,0.237,2.224,middle-low,0.322267687,0.657255412,0.351406013,2,medium
1168,Bulgaria,CEE,Central and Eastern Europe,2022,85,5.371,1.625,1.163,0.64,0.563,0.021,0.123,1.235,middle-low,-0.819156907,-1.135724413,0.181220728,2,medium
1169,Libya,MENA,Middle East and North Africa,2022,86,5.33,1.476,0.943,0.606,0.477,0.179,0.106,1.544,middle-low,-0.51897209,-0.453954627,1.157682882,2,medium
1170,Indonesia,SEA,Southeast Asia,2022,87,5.24,1.382,0.883,0.539,0.62,0.047,0.468,1.3,middle-low,-0.339446243,1.600917978,-1.134327717,2,medium
1171,Ivory Coast,SSA,Sub-Saharan Africa,2022,88,5.235,1.094,0.442,0.322,0.451,0.124,0.149,2.652,middle-low,1.214293609,0.30562383,1.371213602,1,low
1172,Macedonia,CEE,Central and Eastern Europe,2022,89,5.199,1.505,0.863,0.637,0.488,0.031,0.215,1.461,middle-low,-0.154468564,-0.422734649,0.005704012,2,medium
1173,Albania,CEE,Central and Eastern Europe,2022,90,5.199,1.439,0.646,0.719,0.511,0.028,0.138,1.718,middle-low,0.005134747,-0.737180399,0.674144628,2,medium
1174,South Africa,SSA,Sub-Saharan Africa,2022,91,5.194,1.425,1.088,0.361,0.442,0.046,0.089,1.742,middle-low,0.300946488,-1.086306931,0.517984227,2,medium
1175,Azerbaijan,CIS,Commonwealth of Independent States,2022,92,5.173,1.458,1.093,0.56,0.601,0.341,0.023,1.098,middle-low,-1.17672586,-0.003494879,2.349820187,2,medium
1176,Gambia,SSA,Sub-Saharan Africa,2022,93,5.164,0.785,0.621,0.369,0.367,0.103,0.388,2.531,middle-low,1.40430252,1.445895571,-0.575561968,1,low
1177,Bangladesh,SA,South Asia,2022,94,5.155,1.06,0.614,0.581,0.622,0.187,0.125,1.967,middle-low,0.060632517,0.480684569,1.60759562,2,medium
1178,Laos,SEA,Southeast Asia,2022,95,5.14,1.239,0.654,0.479,0.679,0.184,0.197,1.709,middle-low,-0.127556607,1.005469171,1.372463506,2,medium
1179,Algeria,MENA,Middle East and North Africa,2022,96,5.122,1.363,0.97,0.643,0.146,0.15,0.106,1.744,middle-low,0.416869916,-1.311303399,0.445540088,2,medium
1180,Liberia,SSA,Sub-Saharan Africa,2022,97,5.122,0.636,0.67,0.309,0.405,0.08,0.178,2.844,middle-low,1.692566377,0.252751325,0.421096466,1,low
1181,Ukraine,CEE,Central and Eastern Europe,2022,98,5.084,1.411,1.081,0.583,0.473,0.017,0.188,1.331,middle-low,-0.082439054,-0.741091938,-0.250136035,2,medium
1182,Congo (Kinshasa),SSA,Sub-Saharan Africa,2022,99,5.075,0.95,0.405,0.355,0.431,0.146,0.13,2.658,middle-low,1.413631558,0.315021163,1.521267482,1,low
1183,Morocco,MENA,Middle East and North Africa,2022,100,5.06,1.208,0.268,0.565,0.492,0.102,0.02,2.405,middle-low,0.945316897,-0.630561454,2.181227881,1,low
1184,Mozambique,SSA,Sub-Saharan Africa,2022,101,5.048,0.578,0.66,0.191,0.593,0.2,0.185,2.641,middle-low,1.282325569,1.396412605,1.275357147,1,low
1185,Cameroon,SSA,Sub-Saharan Africa,2022,102,5.048,0.968,0.672,0.317,0.397,0.074,0.152,2.469,middle-low,1.412077411,-0.117111898,0.668135269,1,low
1186,Senegal,SSA,Sub-Saharan Africa,2022,103,5.046,0.933,0.53,0.447,0.494,0.081,0.143,2.419,middle-low,1.139041881,0.074459489,0.991675041,1,low
1187,Niger,SSA,Sub-Saharan Africa,2022,104,5.003,0.57,0.56,0.326,0.571,0.145,0.165,2.667,middle-low,1.37421502,0.931924302,1.152024206,1,low
1188,Georgia,CIS,Commonwealth of Independent States,2022,105,4.973,1.467,0.612,0.595,0.508,0.208,0,1.583,middle-low,-0.038198019,-0.635710532,2.408782097,2,medium
1189,Gabon,SSA,Sub-Saharan Africa,2022,106,4.958,1.459,0.738,0.396,0.343,0.099,0.032,1.892,middle-low,0.835765907,-1.203241328,1.439718737,2,medium
1190,Iraq,MENA,Middle East and North Africa,2022,107,4.941,1.289,0.682,0.554,0.328,0.046,0.147,1.894,middle-low,0.906783696,-0.803844715,0.446285053,2,medium
1191,Venezuela,LAC,Latin America and Caribbean,2022,108,4.925,0,0.968,0.578,0.283,0.082,0.225,2.79,middle-low,1.832533893,0.127355022,-0.885257071,1,low
1192,Guinea,SSA,Sub-Saharan Africa,2022,109,4.891,0.848,0.566,0.275,0.334,0.116,0.214,2.538,middle-low,1.819105182,0.48222011,0.566991773,1,low
1193,Iran,MENA,Middle East and North Africa,2022,110,4.888,1.41,0.741,0.642,0.281,0.146,0.241,1.427,middle-low,0.387158374,-0.070494537,0.24359655,2,medium
